ACR_ID,Title,Artists,Time,Source_URL,Detail_URL
b4da9e73598fc50e4ae41d3c83dc0c41,GTA 4 Loading Theme (Extra Slowed),Ben Green,2023-12-14 21:17:01,https://www.youtube.com/shorts/gVrloYKqCGM,https://www.aha-music.com/b4da9e73598fc50e4ae41d3c83dc0c41?utm_source=chrome&utm_medium=extension
bda4ba4cdab21e625ff46345e21b9c51,1 Thing,Amerie,2023-12-14 21:15:19,https://www.youtube.com/shorts/vMLjlubysxM,https://www.aha-music.com/bda4ba4cdab21e625ff46345e21b9c51?utm_source=chrome&utm_medium=extension
8bd8488d24b8844d2d8608393f601ae3,Nashville Skyline Rag (Live),Stoney Creek Bluegrass Band,2023-12-14 21:03:18,https://www.youtube.com/shorts/F2_mbTHE16E,https://www.aha-music.com/8bd8488d24b8844d2d8608393f601ae3?utm_source=chrome&utm_medium=extension
a7664784609d0df34f06089531930dff,Transgender,Crystal Castles,2023-12-13 17:24:14,https://www.youtube.com/shorts/dA6iLolGQcU,https://www.aha-music.com/a7664784609d0df34f06089531930dff?utm_source=chrome&utm_medium=extension
7725641304f4e88e23ea012ad57ffb30,Tacata,Tiagz,2023-12-06 12:55:10,https://www.youtube.com/shorts/rBWN-JRrlTs,https://www.aha-music.com/7725641304f4e88e23ea012ad57ffb30?utm_source=chrome&utm_medium=extension
62ed128823d893d72705acd2a13b1798,Flip It,Levity,2023-11-28 01:01:37,https://www.youtube.com/shorts/snK2IQZQjyE,https://www.aha-music.com/62ed128823d893d72705acd2a13b1798?utm_source=chrome&utm_medium=extension
0e4aaded969865a3a24f829c23471b9b,Lilac,IU,2023-11-27 21:57:09,https://www.youtube.com/shorts/K9fIR5jDuro,https://www.aha-music.com/0e4aaded969865a3a24f829c23471b9b?utm_source=chrome&utm_medium=extension
2c95d3c94d80394a8e51f50973798358,Distorce - Slowed+Reverb,CREAM PIE,2023-11-27 21:38:38,https://www.youtube.com/shorts/NnazzY8-a6g,https://www.aha-music.com/2c95d3c94d80394a8e51f50973798358?utm_source=chrome&utm_medium=extension
eb0821abff551c76a475c48b85a7800e,Ick,Lay Bankz,2023-11-27 00:00:38,https://www.youtube.com/shorts/D2_mHBouDos,https://www.aha-music.com/eb0821abff551c76a475c48b85a7800e?utm_source=chrome&utm_medium=extension
29ffb08ccd7eda928ddea93a83f8ff06,Music Sounds Better With You x Fake ID,plutonium,2023-11-24 03:08:42,https://www.youtube.com/shorts/rYjDMvgco-o,https://www.aha-music.com/29ffb08ccd7eda928ddea93a83f8ff06?utm_source=chrome&utm_medium=extension
6ca5eb5d90d2c020c50a3b52dc37990f,lovely,Billie Eilish/Khalid,2023-11-23 20:57:02,https://www.youtube.com/watch?v=x4evYwdytYo,https://www.aha-music.com/6ca5eb5d90d2c020c50a3b52dc37990f?utm_source=chrome&utm_medium=extension
ff39ed9583f9804233c6dcfb392c49b3,Sweater Weather,The Neighbourhood,2023-11-18 03:37:32,https://www.youtube.com/shorts/M-BuY_8F-38,https://www.aha-music.com/ff39ed9583f9804233c6dcfb392c49b3?utm_source=chrome&utm_medium=extension
eb0821abff551c76a475c48b85a7800e,Ick,Lay Bankz,2023-11-17 13:46:26,https://www.youtube.com/shorts/pMBU7FRsfCE,https://www.aha-music.com/eb0821abff551c76a475c48b85a7800e?utm_source=chrome&utm_medium=extension
3319e1da6ab967280454ab791541910d,Ah your voice is so far,Sarelazo,2023-11-16 21:05:05,https://www.youtube.com/shorts/37tXWjqx1VA,https://www.aha-music.com/3319e1da6ab967280454ab791541910d?utm_source=chrome&utm_medium=extension
4e04d67132218e77b67893bddb89e807,LOVELY BASTARDS,ZWE1HVNDXR/yatashigang,2023-11-16 21:04:54,https://www.youtube.com/shorts/37tXWjqx1VA,https://www.aha-music.com/4e04d67132218e77b67893bddb89e807?utm_source=chrome&utm_medium=extension
b5131c5e87cce2be67dd3d0568f636e8,K1 - HB Freestyle (Season 4),K1/Hardest Bars,2023-11-13 16:57:58,https://www.youtube.com/shorts/fxQEgecmths,https://www.aha-music.com/b5131c5e87cce2be67dd3d0568f636e8?utm_source=chrome&utm_medium=extension
